total_calories,output_calories
124.0,123.24606
112.0,93.19378
296.0,355.57974
5.0,7.8874793
334.0,377.77408
216.0,243.65904
203.0,233.3183
142.0,151.50212
192.0,182.12238
208.0,162.6251
452.0,441.27536
361.0,312.4118
27.0,27.003103
55.0,30.987719
658.0,530.5813
315.0,359.518
41.0,54.02171
270.0,238.67021
407.0,388.7757
292.0,296.00693
88.0,81.24409
61.0,53.79523
57.0,43.23376
63.0,59.83019
193.0,169.38441
282.0,272.34006
119.0,140.00485
284.0,284.40457
515.0,421.60782
173.0,152.09312
247.0,281.41565
180.0,153.94518
40.0,49.787277
292.0,335.64224
110.0,106.39289
41.0,51.792355
85.0,98.23667
104.0,101.883896
18.0,40.13861
39.0,40.993446
77.0,65.39295
214.0,248.34279
23.0,17.842207
336.0,324.6343
143.0,143.4588
290.0,321.00763
400.0,348.98416
28.0,22.269142
185.0,196.33234
72.0,71.00355
284.0,264.81976
50.0,52.679874
46.0,115.83882
114.0,128.48807
436.0,456.95877
109.0,406.47757
301.0,315.1937
182.0,168.93626
8.0,12.064028
97.0,82.61938
35.0,39.537014
11.0,10.414531
177.0,174.33998
346.0,339.59045
121.0,100.83214
100.0,96.75642
49.0,45.724483
88.0,82.28653
42.0,55.200485
138.0,133.37837
11.0,9.134218
54.0,43.758648
213.0,207.1881
531.0,567.31647
313.0,303.92252
40.0,50.131557
250.0,273.47464
37.0,37.912407
171.0,150.46364
21.0,17.220396
147.0,143.19191
219.0,216.20482
319.0,321.74927
51.0,31.056244
379.0,323.26083
49.0,60.067715
193.0,193.93272
188.0,146.2184
131.0,96.5089
325.0,324.32916
57.0,56.461803
257.0,304.1703
324.0,331.26495
272.0,289.24478
245.0,277.0178
200.0,197.25517
74.0,76.53171
238.0,200.33408
146.0,127.88859
53.0,56.248356
224.0,201.54787
146.0,165.49054
296.0,279.7042
8.0,15.617707
128.0,128.97487
130.0,139.02756
228.0,206.23453
194.0,179.09315
134.0,145.8886
118.0,117.36213
58.0,52.9884
62.0,73.05581
181.0,202.74382
128.0,122.37973
187.0,201.55237
670.0,625.6665
86.0,92.49407
201.0,193.22058
141.0,143.03798
310.0,287.13217
416.0,415.4222
151.0,131.42723
242.0,252.88817
158.0,167.60396
80.0,69.1819
146.0,140.4406
207.0,170.03192
259.0,137.21684
234.0,203.1676
448.0,411.6754
348.0,340.87045
377.0,339.36176
23.0,46.680393
237.0,210.53052
107.0,103.64902
179.0,184.18901
246.0,268.96362
228.0,217.40834
474.0,379.63477
871.0,842.8437
161.0,151.93166
79.0,96.20467
1.0,10.637758
15.0,22.35508
143.0,138.73213
193.0,187.31676
165.0,186.94426
90.0,83.633675
282.0,294.41055
98.0,91.68315
71.0,70.2486
540.0,480.53784
424.0,372.2338
74.0,96.071495
122.0,132.23517
343.0,326.77896
384.0,337.97098
194.0,210.52278
275.0,287.94388
500.0,469.78177
819.0,748.6595
240.0,218.80577
369.0,438.60373
186.0,184.25987
221.0,186.24614
225.0,296.6852
90.0,86.87069
387.0,234.31537
152.0,152.87685
107.0,57.576588
108.0,100.21131
251.0,250.86288
500.0,519.2236
73.0,72.92398
277.0,277.47464
463.0,442.55283
222.0,177.98222
230.0,249.53157
340.0,308.41425
290.0,277.07535
290.0,284.2007
104.0,83.57485
192.0,187.71413
170.0,158.04211
482.0,470.1686
248.0,206.863
52.0,51.495564
221.0,195.3733
316.0,289.8685
165.0,163.14424
52.0,51.3191
86.0,94.145805
39.0,38.666775
92.0,95.891205
172.0,197.12431
133.0,143.9489
85.0,93.472046
178.0,185.02498
155.0,178.55933
97.0,77.45834
161.0,145.05849
561.0,613.2468
127.0,120.36025
318.0,310.02872
370.0,428.37622
507.0,484.37036
224.0,236.30878
197.0,215.30804
452.0,443.6785
215.0,217.06259
10.0,8.882617
60.0,59.10394
54.0,64.260185
160.0,157.56776
78.0,62.421055
125.0,112.55197
93.0,97.11964
161.0,168.8636
519.0,501.17578
442.0,415.60614
49.0,51.684704
138.0,134.4297
142.0,145.44641
76.0,78.22482
202.0,205.93637
159.0,154.87502
111.0,99.24304
34.0,34.409027
599.0,582.2527
81.0,76.79792
408.0,408.44214
122.0,138.30513
85.0,78.24729
185.0,180.52756
43.0,29.704609
276.0,313.7728
288.0,242.01947
393.0,362.2643
66.0,56.932186
40.0,52.392117
268.0,314.07986
58.0,60.754612
142.0,136.30055
110.0,109.36618
176.0,182.73018
17.0,25.45711
558.0,604.79706
378.0,391.92807
322.0,322.486
231.0,211.64671
159.0,210.90224
133.0,113.664696
96.0,109.03037
570.0,544.42957
165.0,161.80815
118.0,153.67947
12.0,7.733922
244.0,294.35373
61.0,24.738672
318.0,377.23776
145.0,143.49321
85.0,96.30874
284.0,209.43529
343.0,310.04047
871.0,825.3836
89.0,94.555954
353.0,320.0829
32.0,31.05016
201.0,228.81161
96.0,113.08135
78.0,88.94359
271.0,277.749
143.0,134.8978
69.0,74.58855
66.0,68.932655
134.0,126.31635
63.0,53.433838
296.0,264.14578
137.0,134.9272
85.0,99.800606
730.0,644.7297
142.0,144.0984
217.0,254.70049
545.0,506.04434
39.0,37.05813
84.0,97.23575
285.0,299.43646
200.0,227.24162
49.0,23.332666
123.0,152.73569
40.0,36.023712
110.0,97.02805
152.0,127.38108
133.0,106.472305
160.0,142.72705
117.0,155.59174
57.0,56.40312
416.0,395.62592
122.0,106.6822
273.0,232.52692
574.0,558.78345
106.0,123.62191
67.0,73.061775
96.0,102.77333
323.0,308.0953
40.0,27.931122
170.0,171.51949
416.0,489.44788
100.0,100.17988
233.0,241.07925
277.0,360.1902
168.0,230.94658
73.0,83.12844
116.0,100.76307
28.0,27.974432
26.0,39.175175
293.0,320.1674
46.0,52.76214
65.0,70.45568
315.0,372.33414
262.0,309.3892
501.0,480.8776
26.0,25.33013
100.0,79.35881
87.0,106.25672
74.0,73.96308
51.0,49.03556
24.0,27.321985
110.0,146.57262
82.0,107.29885
223.0,205.7754
279.0,300.29834
204.0,204.29556
193.0,202.15137
110.0,84.45564
262.0,237.63326
269.0,303.8083
250.0,235.62215
110.0,94.671715
252.0,234.88116
51.0,36.601048
146.0,149.74832
112.0,97.12095
39.0,46.56856
558.0,517.0669
349.0,355.70554
135.0,142.12018
20.0,17.119078
91.0,74.638916
122.0,108.46815
203.0,205.55652
214.0,227.13805
350.0,321.00693
316.0,336.38333
69.0,66.48424
65.0,60.40536
37.0,16.38184
161.0,174.08131
662.0,488.75378
302.0,317.26474
145.0,130.91258
64.0,71.94729
172.0,160.0622
415.0,406.75064
228.0,271.54422
119.0,91.263855
254.0,216.3131
166.0,167.46013
38.0,37.11487
352.0,370.19647
70.0,62.72096
129.0,147.90831
91.0,70.0415
229.0,223.27501
347.0,321.32794
143.0,139.58897
11.0,13.361512
608.0,580.3602
122.0,142.03429
96.0,103.56009
457.0,542.3335
248.0,205.35217
135.0,149.73946
418.0,464.48935
282.0,304.875
